Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
Drama,Animation,Adventure,7.0,87,5,G,Walt Disney Pictures,Tarzan (Evolution),"$464,836,719",1999
Thriller,Drama,,6.4,134,2,R,Paramount Pictures,Fatal Attraction (Redux),"$185,080,433",1983
Fantasy,Family,Comedy,4.3,106,6,PG,Universal Pictures,The Flintstones (Legacy),"$403,433,235",1998
Fantasy,Adventure,Action,8.9,138,1,PG,Lionsgate Films,Star Wars Episode VI: Return of the Jedi (Redux),"$217,613,775",1989
Family,Comedy,Adventure,7.7,118,9,PG,Warner Bros,The Goonies (Revolution),"$64,704,512",1982
Comedy,Animation,Adventure,6.8,98,5,PG,Paramount Pictures,Shrek Forever After (Rising),"$746,487,206",2011
Sci-Fi,Action,,8.4,142,4,R,Warner Bros,The Matrix (Reckoning),"$512,823,661",1997
Sci-Fi,Adventure,,9.1,171,10,PG-13,Paramount Pictures,Interstellar (Legacy),"$551,447,359",2012
Romance,Drama,,8.8,156,2,PG-13,Paramount Pictures,Forrest Gump (Reborn),"$709,270,770",1989
Fantasy,Adventure,Action,5.2,107,6,PG-13,Warner Bros,Batman Forever (Evolution),"$367,713,344",2001
Thriller,Comedy,Action,7.1,130,3,R,20th Century Fox,True Lies (Evolution),"$336,030,387",1998
Fantasy,Action,,6.1,95,4,PG-13,Columbia Pictures,Hancock (Evolution),"$547,963,774",2005
Crime,Comedy,Action,5.3,99,8,PG,Universal Pictures,Smokey and the Bandit II (Origins),"$64,364,826",1987
War,Drama,,8.3,155,4,R,Metro-Goldwyn-Mayer,Apocalypse Now (Legacy),"$89,584,276",1979
Fantasy,Adventure,Action,7.4,92,4,PG,Walt Disney Pictures,Maleficent (Origins),"$892,487,060",2017
War,Drama,,7.9,190,10,R,Universal Pictures,The Deer Hunter (Rising),"$50,665,947",1980
Thriller,,,8.2,110,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs (Evolution),"$240,852,056",1992
War,Drama,Action,8.6,155,2,R,DreamWorks,Saving Private Ryan (Rising),"$526,684,668",2000
Thriller,Adventure,Action,7.7,149,2,PG-13,Metro-Goldwyn-Mayer,Skyfall (Revolution),"$1,124,636,632",2017
Romance,Drama,Biography,6.7,165,5,PG,Universal Pictures,Out Of Africa (Rising),"$99,372,520",1992
Thriller,Sci-Fi,Drama,6.6,98,7,PG-13,Walt Disney Pictures,Signs (Origins),"$478,508,298",2001
Drama,Comedy,,7.8,134,2,R,Paramount Pictures,Terms of Endearment (Origins),"$112,674,782",1982
Fantasy,Comedy,Action,5.9,80,5,PG-13,Columbia Pictures,Men in Black II (Rising),"$515,735,601",2009
Family,Drama,Comedy,6.1,88,1,PG,Walt Disney Pictures,Three Men and a Baby (Return),"$179,375,574",1990
Sport,Drama,,7.7,104,1,PG,Metro-Goldwyn-Mayer,Rocky (Reckoning),"$133,496,340",1975
Family,Animation,Adventure,8.0,103,7,G,Walt Disney Pictures,Mulan (Rising),"$255,857,140",1994
Action,Adventure,,7.3,144,10,PG-13,Sony Pictures,Spectre (Evolution),"$212,856,676",2018
Thriller,Adventure,Action,6.6,139,6,PG,Metro-Goldwyn-Mayer,Octopussy (Redux),"$73,154,509",1978
Fantasy,Adventure,,7.0,132,2,PG-13,Warner Bros,The Hobbit: The Battle of the Five Armies (Origins),"$1,096,716,460",2011
War,Comedy,,6.5,100,6,R,Warner Bros,Private Benjamin (Dominion),"$74,816,083",1985
Action,Adventure,Drama,6.9,129,6,PG-13,Sony Pictures,Spider-Man: Homecoming (Origins),"$270,044,609",2013
Drama,,,8.0,132,5,PG,Walt Disney Pictures,Dead Poets Society (Return),"$240,970,268",1988
Animation,Animation,Adventure,8.0,85,10,PG,Paramount Pictures,How to Train Your Dragon (Rising),"$485,083,852",2008
Romance,Drama,,8.9,108,9,R,DreamWorks,American Beauty (Origins),"$317,841,922",2004
Romance,Drama,Comedy,8.5,100,10,PG,Metro-Goldwyn-Mayer,Annie Hall (Origins),"$31,477,046",1984
Adventure,Action,,8.9,121,1,PG,Paramount Pictures,Raiders of the Lost Ark (Redux),"$249,498,468",1982
Romance,Fantasy,Comedy,6.8,139,4,PG-13,Paramount Pictures,What Women Want (Revolution),"$373,644,452",2005
War,Comedy,,6.5,97,6,R,Warner Bros,Private Benjamin (Reborn),"$83,539,342",1975
Fantasy,Adventure,Action,7.0,140,1,PG,20th Century Fox,Star Wars Episode I: The Phantom Menace (Rising),"$758,541,799",1994
Sci-Fi,Adventure,Action,6.8,131,1,PG-13,20th Century Fox,Independence Day (Reborn),"$866,503,773",2000
Adventure,Action,,8.3,121,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade (Dominion),"$549,497,560",1985
Romance,Music,Drama,6.9,133,3,R,Warner Bros,A Star Is Born (Evolution),"$75,412,399",1980
Thriller,,,9.1,118,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs (Rising),"$249,848,148",1995
Romance,Drama,Comedy,5.7,105,9,R,Walt Disney Pictures,Cocktail (Redux),"$72,546,154",1986
Fantasy,Adventure,Action,7.7,148,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: Dead Man's Chest (Reckoning),"$1,028,752,899",2004
Fantasy,Adventure,,8.9,182,1,PG-13,Warner Bros,The Lord of the Rings: The Two Towers (Origins),"$945,759,761",2006
Action,Adventure,Drama,6.5,126,9,PG-13,Columbia Pictures,Venom (Revolution),"$181,382,289",2023
Thriller,Adventure,Action,7.8,153,2,PG-13,Metro-Goldwyn-Mayer,Skyfall (Legacy),"$1,184,205,935",2012
Sci-Fi,Action,,9.3,150,4,R,Warner Bros,The Matrix (Dominion),"$529,723,365",1994
Thriller,Drama,,7.1,127,2,R,Paramount Pictures,Fatal Attraction (Return),"$145,177,581",1993
Fantasy,Adventure,Action,8.5,150,1,PG-13,20th Century Fox,Avatar (Legacy),"$2,691,268,449",2013
Animation,Comedy,Animation,8.2,112,6,G,Pixar,Ratatouille (Reborn),"$526,544,652",2006
Thriller,Sci-Fi,Action,5.7,144,3,PG-13,Sony Pictures,Godzilla (Redux),"$402,270,222",1996
Romance,Comedy,,6.6,104,7,PG-13,Universal Pictures,Meet the Fockers (Evolution),"$537,808,808",2005
Drama,Western,Adventure,7.5,177,4,PG-13,Metro-Goldwyn-Mayer,Dances with Wolves (Evolution),"$385,620,948",1988
Comedy,,,7.6,109,4,R,Paramount Pictures,Trading Places (Return),"$90,033,889",1979
Thriller,Drama,,7.9,130,7,R,Columbia Pictures,A Few Good Men (Rising),"$213,164,885",1987
Romance,Comedy,,7.4,98,4,PG,Warner Bros,Arthur (Reckoning),"$106,333,659",1983
Horror,Drama,,6.6,117,2,R,Metro-Goldwyn-Mayer,The Amityville Horror (Redux),"$83,859,065",1983
Family,Comedy,Adventure,7.5,97,10,G,Metro-Goldwyn-Mayer,The Muppet Movie (Rising),"$58,899,082",1975
Romance,Drama,Comedy,7.0,109,9,R,Universal Pictures,Shakespeare in Love (Redux),"$260,093,699",2005
Sci-Fi,Mystery,Action,7.4,157,10,PG-13,DreamWorks,Minority Report (Reckoning),"$381,297,436",2009
Fantasy,Family,Adventure,7.2,158,1,PG-13,Warner Bros,Harry Potter and the Goblet of Fire (Evolution),"$889,684,228",2010
Family,Drama,Comedy,5.9,90,1,PG,Walt Disney Pictures,Three Men and a Baby (Redux),"$177,889,976",1988
Animation,Action,Adventure,8.6,111,7,PG,Walt Disney Pictures,Zootopia (Origins),"$288,539,764",2022
Sci-Fi,Mystery,Action,8.5,134,4,PG-13,Warner Bros,Inception (Evolution),"$829,420,987",2009
Sci-Fi,Adventure,Action,7.8,131,7,PG-13,Walt Disney Pictures,Captain America: The Winter Soldier (Reborn),"$666,115,316",2017
Sport,Drama,,6.6,92,3,PG,Metro-Goldwyn-Mayer,Rocky IV (Origins),"$106,194,100",1986
Action,Adventure,Drama,7.4,142,1,PG-13,Walt Disney Pictures,Black Panther (Rising),"$796,375,479",2021
Adventure,Action,,6.2,147,3,PG-13,Columbia Pictures,Spider-Man 3 (Revolution),"$744,179,310",2010
Adventure,Action,,6.2,107,7,PG-13,Metro-Goldwyn-Mayer,Quantum of Solace (Revolution),"$644,649,434",2009
History,Documentary,,7.6,60,2,G,National Air and Space Museum,To Fly! (Reborn),"$80,437,641",1975
Fantasy,Action,,6.4,92,4,PG-13,Columbia Pictures,Hancock (Rising),"$737,508,953",2014
Romance,Drama,Comedy,7.7,100,5,PG,Metro-Goldwyn-Mayer,Moonstruck (Revolution),"$93,374,961",1982
Drama,Crime,Action,9.4,142,1,PG-13,Warner Bros,The Dark Knight (Reborn),"$1,055,619,237",2012
Sport,History,Drama,7.5,123,7,PG,Warner Bros,Chariots of Fire (Reborn),"$64,618,535",1985
Sci-Fi,Adventure,Action,7.3,149,7,PG-13,Walt Disney Pictures,Captain America: The Winter Soldier (Legacy),"$850,864,834",2014
Action,Adventure,Mystery,7.0,131,5,PG-13,Universal Pictures,Furious 7 (Origins),"$365,275,280",2015
Sci-Fi,Adventure,Action,7.0,131,7,PG-13,Paramount Pictures,Iron Man 2 (Reckoning),"$633,648,187",2014
Comedy,,,6.7,105,7,PG-13,Universal Pictures,The Secret of My Success (Evolution),"$56,946,929",1985
Animation,Music,Comedy,7.1,104,10,PG,Universal Pictures,Sing (Origins),"$232,223,465",2022
Thriller,Adventure,Action,7.2,139,8,PG,Metro-Goldwyn-Mayer,For Your Eyes Only (Legacy),"$45,714,370",1986
Crime,Comedy,Animation,8.2,114,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit (Legacy),"$149,891,084",1983
Family,Comedy,Adventure,7.1,130,4,PG,Sony Pictures,Hook (Legacy),"$319,189,620",1986
Thriller,Sci-Fi,Drama,6.9,105,7,PG-13,Warner Bros,I Am Legend (Legacy),"$588,452,014",2014
Sci-Fi,Adventure,Action,7.1,125,7,PG-13,Paramount Pictures,Iron Man 2 (Dominion),"$554,325,119",2006
Sci-Fi,Adventure,Action,6.6,124,6,PG-13,20th Century Fox,The Day After Tomorrow (Redux),"$482,640,474",2010
Sci-Fi,Adventure,Action,7.9,137,1,PG-13,Walt Disney Pictures,The Avengers (Dominion),"$1,695,012,357",2012
Fantasy,Family,Animation,8.0,72,3,G,Walt Disney Pictures,Beauty and the Beast (Revolution),"$308,498,397",1995
Drama,Crime,Action,7.4,155,10,PG-13,Paramount Pictures,Clear and Present Danger (Reborn),"$186,304,266",2001
Thriller,Drama,Action,6.0,113,10,R,Warner Bros,Eraser (Reckoning),"$275,542,292",2000
Thriller,,,8.2,129,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs (Dominion),"$225,205,760",1987
Action,Adventure,Drama,7.1,143,1,PG-13,Walt Disney Pictures,Star Wars: The Last Jedi (Origins),"$552,147,800",2019
Sci-Fi,Adventure,,9.2,170,10,PG-13,Paramount Pictures,Interstellar (Legacy),"$762,382,521",2020
Romance,Drama,,7.9,122,9,R,DreamWorks,American Beauty (Dominion),"$305,574,982",1995
Family,Comedy,Adventure,6.1,94,6,G,Walt Disney Pictures,101 Dalmatians (Redux),"$383,875,719",2002
Drama,Adventure,Action,7.9,200,5,PG-13,Universal Pictures,King Kong (Return),"$551,170,870",2003
Romance,Music,Drama,5.9,110,3,R,Paramount Pictures,Flashdance (Legacy),"$94,148,170",1987
History,Drama,Action,7.3,146,6,R,Warner Bros,The Last Samurai (Revolution),"$513,029,674",2003
Animation,Comedy,Animation,6.8,101,10,PG,Warner Bros,Happy Feet (Revolution),"$381,756,556",2004
Romance,Musical,Comedy,6.6,97,5,PG-13,Universal Pictures,Mamma Mia! (Reborn),"$582,046,484",2008
Comedy,,,7.4,96,8,R,Universal Pictures,The Jerk (Dominion),"$64,773,772",1978
Thriller,Adventure,Action,7.5,132,9,PG,Metro-Goldwyn-Mayer,The Spy Who Loved Me (Revolution),"$39,841,563",1980
Thriller,Adventure,Action,7.2,144,5,PG-13,Paramount Pictures,Mission: Impossible - Ghost Protocol (Revolution),"$565,762,333",2018
Fantasy,Adventure,Action,7.2,146,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Reborn),"$800,679,872",2012
Comedy,Animation,Adventure,7.3,107,5,G,Walt Disney Pictures,A Bug's Life (Redux),"$372,202,790",1994
Romance,Family,Action,5.6,123,4,PG,Columbia Pictures,"The Karate Kid, Part II (Evolution)","$137,460,257",1985
Drama,Animation,Adventure,9.1,96,1,G,Walt Disney Pictures,The Lion King (Origins),"$770,879,530",1990
War,Drama,,8.1,162,4,R,Metro-Goldwyn-Mayer,Apocalypse Now (Legacy),"$68,847,172",1985
War,Drama,Comedy,7.1,122,4,R,Walt Disney Pictures,"Good Morning, Vietnam (Reckoning)","$132,759,832",1991
Thriller,Adventure,Action,6.8,132,9,PG,Walt Disney Pictures,National Treasure: Book of Secrets (Evolution),"$414,938,285",2003
War,Drama,Biography,6.8,153,10,R,Universal Pictures,Born on the Fourth of July (Evolution),"$166,535,639",1994
Fantasy,Family,Adventure,7.1,157,1,PG,Warner Bros,Harry Potter and the Sorcerer's Stone (Rising),"$1,061,155,909",2006
Crime,Comedy,Animation,7.9,92,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit (Return),"$146,473,037",1985
Action,Adventure,Drama,7.5,133,6,PG-13,Paramount Pictures,Mission: Impossible - Fallout (Origins),"$236,443,694",2023
Thriller,Action,,8.8,150,3,PG-13,Warner Bros,The Dark Knight Rises (Legacy),"$1,266,881,926",2010
Action,Adventure,Drama,7.5,142,8,PG-13,Walt Disney Pictures,Solo: A Star Wars Story (Revolution),"$206,106,945",2024
Music,Drama,,7.3,122,2,PG,Walt Disney Pictures,Beauty and the Beast  (Return),"$406,422,461",2017
Sci-Fi,Adventure,,6.6,109,5,PG-13,Lionsgate Films,The Hunger Games: Mockingjay - Part 1 (Return),"$750,358,192",2021
Crime,Adventure,Action,6.5,127,6,PG-13,Metro-Goldwyn-Mayer,Die Another Day (Reborn),"$398,058,900",2003
Comedy,,,7.1,82,10,PG,Warner Bros,Beetlejuice (Origins),"$79,660,700",1992
Romance,Drama,Action,7.0,118,1,PG,Paramount Pictures,Top Gun (Reckoning),"$147,853,063",1992
Romance,Comedy,,6.4,107,8,PG-13,Sony Pictures,My Best Friend's Wedding (Return),"$253,682,200",2004
Thriller,Adventure,Action,5.9,113,4,PG-13,Metro-Goldwyn-Mayer,Tomorrow Never Dies (Reckoning),"$366,487,731",2003
War,Comedy,,7.5,121,5,R,Columbia Pictures,Stripes (Reckoning),"$80,467,691",1986
Drama,Western,War,5.8,109,10,PG,Universal Pictures,The Other Side of the Mountain (Reborn),"$41,213,971",1976
Sci-Fi,Adventure,Action,7.1,115,7,PG-13,20th Century Fox,X-Men: The Last Stand (Dominion),"$535,193,506",2011
Fantasy,Comedy,,6.4,111,6,PG,Warner Bros,"Oh, God! (Reborn)","$60,895,071",1978
Thriller,,,9.2,107,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs (Redux),"$271,683,222",1990
Comedy,,,6.0,114,7,PG-13,Universal Pictures,The Secret of My Success (Revolution),"$55,241,259",1983
Animation,Music,Comedy,6.6,114,10,PG,Universal Pictures,Sing (Rising),"$309,447,761",2013
Thriller,,,8.4,126,5,R,Metro-Goldwyn-Mayer,The Silence of the Lambs (Evolution),"$277,857,758",1991
Fantasy,Family,Adventure,6.7,151,3,PG,Walt Disney Pictures,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (Dominion)","$891,364,258",2007
Crime,Comedy,Action,5.5,87,8,PG,Universal Pictures,Smokey and the Bandit II (Origins),"$60,535,430",1978
Adventure,Action,,6.6,114,7,PG-13,Metro-Goldwyn-Mayer,Quantum of Solace (Rising),"$514,796,799",2008
Thriller,Action,,8.1,130,7,R,20th Century Fox,Die Hard (Rising),"$75,166,017",1984
History,Drama,Biography,8.6,192,4,R,Universal Pictures,Schindler's List (Reborn),"$277,517,796",1996
Sport,History,Drama,7.7,123,7,PG,Warner Bros,Chariots of Fire (Reckoning),"$51,421,336",1987
Music,Drama,,7.7,119,2,PG,Walt Disney Pictures,Beauty and the Beast  (Redux),"$572,140,445",2012
Sci-Fi,Adventure,Action,6.5,127,6,PG-13,20th Century Fox,The Day After Tomorrow (Legacy),"$583,948,173",2000
Thriller,Crime,Comedy,7.3,114,6,G,Metro-Goldwyn-Mayer,The Return of the Pink Panther (Redux),"$47,269,639",1975
Crime,Comedy,Action,6.7,116,7,PG-13,20th Century Fox,Mr. & Mrs. Smith (Reckoning),"$383,156,136",2009
Sci-Fi,Adventure,,6.5,109,5,PG-13,Lionsgate Films,The Hunger Games: Mockingjay - Part 1 (Return),"$661,927,623",2021
Music,Drama,Action,5.8,117,2,R,Warner Bros,The Bodyguard (Rising),"$342,626,273",1990
Comedy,,,7.8,95,10,R,Warner Bros,The Hangover (Evolution),"$539,469,499",2014
Sci-Fi,Adventure,Action,6.9,117,2,PG-13,Walt Disney Pictures,Iron Man 3 (Reckoning),"$1,272,603,624",2017
Sci-Fi,Action,,6.9,115,7,R,Warner Bros,Terminator 3: Rise of the Machines (Legacy),"$401,022,463",1998
Horror,,,7.8,117,8,PG,Metro-Goldwyn-Mayer,Poltergeist (Dominion),"$73,809,788",1979
Animation,Adventure,Action,8.5,111,4,PG,Pixar,The Incredibles (Origins),"$692,866,026",2000
Thriller,Fantasy,Adventure,8.2,119,1,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 2 (Return),"$1,445,907,303",2011
Thriller,Sci-Fi,Drama,6.7,92,7,PG-13,Walt Disney Pictures,Signs (Reckoning),"$479,605,302",1999
Thriller,Adventure,Action,6.8,141,6,PG,Metro-Goldwyn-Mayer,Octopussy (Legacy),"$73,885,509",1986
Music,Drama,,6.9,141,2,PG,Walt Disney Pictures,Beauty and the Beast  (Legacy),"$408,726,033",2014
Romance,Drama,,9.0,142,2,PG-13,Paramount Pictures,Forrest Gump (Reckoning),"$578,833,617",1998
History,Drama,Biography,8.7,208,4,R,Universal Pictures,Schindler's List (Revolution),"$330,848,005",1988
Crime,Comedy,Animation,7.5,112,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit (Return),"$147,986,826",1983
Fantasy,Adventure,Action,7.2,90,4,PG,Walt Disney Pictures,Maleficent (Reborn),"$873,218,492",2016
Drama,Crime,,8.5,112,4,R,Warner Bros,Dog Day Afternoon (Revolution),"$57,148,850",1975
Thriller,Sci-Fi,Western,7.5,98,8,PG-13,Warner Bros,Gravity (Origins),"$644,388,237",2013
Thriller,Crime,,6.5,124,7,R,Walt Disney Pictures,Ransom (Redux),"$257,792,362",1991
Animation,Action,Adventure,7.6,112,7,PG,Walt Disney Pictures,Zootopia (Reckoning),"$359,648,402",2014
Comedy,Adventure,Animation,6.9,90,8,PG,Paramount Pictures,Madagascar 3: Europe's Most Wanted (Origins),"$668,523,105",2012
Thriller,Crime,Action,6.7,89,9,R,Warner Bros,The Enforcer (Dominion),"$55,076,683",1975
Romance,Drama,,8.3,155,2,PG-13,Paramount Pictures,Forrest Gump (Revolution),"$578,001,577",1998
Comedy,,,6.8,101,7,PG-13,Universal Pictures,The Secret of My Success (Origins),"$59,645,958",1985
Thriller,Mystery,,7.0,149,2,PG-13,Columbia Pictures,The Da Vinci Code (Reborn),"$660,402,106",2005
Music,Drama,Comedy,6.7,124,7,PG,Columbia Pictures,Funny Lady (Revolution),"$33,567,442",1978
Action,Adventure,Sci-Fi,8.2,131,3,PG-13,Walt Disney Pictures,Captain America: Civil War (Rising),"$369,699,083",2014
Sci-Fi,Action,,6.8,115,7,R,Warner Bros,Terminator 3: Rise of the Machines (Return),"$416,075,674",2001
Thriller,Comedy,Crime,6.7,96,9,PG,Metro-Goldwyn-Mayer,Revenge of the Pink Panther (Dominion),"$54,986,976",1979
Animation,Adventure,Action,6.4,85,3,PG,20th Century Fox,Ice Age: The Meltdown (Redux),"$528,923,026",2004
Crime,Comedy,Action,6.9,99,8,PG,20th Century Fox,Silver Streak (Revolution),"$42,950,500",1976
Comedy,Animation,Adventure,6.2,105,10,G,Walt Disney Pictures,Cars 2 (Legacy),"$601,970,425",2006
Adventure,Action,,6.6,130,3,PG-13,Columbia Pictures,Spider-Man 3 (Revolution),"$778,916,301",2011
Romance,Comedy,,6.6,120,4,R,20th Century Fox,There's Something About Mary (Evolution),"$347,896,645",2003
Romance,Comedy,,6.9,98,8,PG-13,Sony Pictures,My Best Friend's Wedding (Reckoning),"$281,134,144",1999
Animation,Comedy,Family,6.4,97,6,PG,Universal Pictures,Minions (Origins),"$366,247,509",2022
Comedy,,,6.5,85,6,R,Warner Bros,Police Academy (Return),"$82,639,840",1982
Animation,Comedy,Animation,7.3,89,3,PG,Universal Pictures,Despicable Me 2 (Revolution),"$918,616,894",2010
Sci-Fi,Adventure,Action,7.5,132,8,PG-13,Paramount Pictures,Iron Man (Dominion),"$673,050,175",2013
Thriller,Sci-Fi,,6.8,105,5,PG,Metro-Goldwyn-Mayer,WarGames (Evolution),"$77,402,484",1985
Animation,Adventure,Action,6.7,99,6,PG,Paramount Pictures,Madagascar: Escape 2 Africa (Rising),"$704,667,987",2015
Thriller,Crime,Action,6.9,124,10,R,Warner Bros,Lethal Weapon 4 (Return),"$321,919,472",2001
Drama,Adventure,Action,8.3,111,6,PG,Paramount Pictures,Star Trek II: The Wrath of Khan (Evolution),"$84,770,369",1978
Action,Adventure,Sci-Fi,6.4,164,8,PG-13,Warner Bros,Batman v Superman: Dawn of Justice (Redux),"$275,405,673",2017
Thriller,Crime,,6.2,120,10,PG-13,Warner Bros,Ocean's Twelve (Reborn),"$370,246,889",1999
Thriller,Action,,8.7,141,7,R,20th Century Fox,Die Hard (Revolution),"$72,440,861",1993
Romance,Horror,,7.6,141,9,R,Columbia Pictures,Bram Stoker's Dracula (Origins),"$211,780,803",1991
Animation,Comedy,,6.1,91,9,PG,Universal Pictures,Despicable Me 3 (Legacy),"$220,150,815",2022
Comedy,Adventure,,6.7,96,10,PG,Warner Bros,Spies Like Us (Origins),"$63,801,446",1981
Comedy,Animation,Adventure,6.2,104,5,PG,Paramount Pictures,Shrek Forever After (Evolution),"$864,308,732",2011
Romance,Horror,,7.9,118,9,R,Columbia Pictures,Bram Stoker's Dracula (Reborn),"$210,455,099",1987
Fantasy,Family,Adventure,7.7,139,1,PG,Warner Bros,Harry Potter and the Sorcerer's Stone (Dominion),"$1,071,359,647",2003
Comedy,,,5.8,101,7,PG-13,Universal Pictures,The Secret of My Success (Redux),"$55,956,117",1991
Thriller,Mystery,Drama,8.6,121,2,PG-13,Walt Disney Pictures,The Sixth Sense (Revolution),"$647,794,422",1999
Crime,Comedy,Action,5.6,107,8,PG,Universal Pictures,Smokey and the Bandit II (Rising),"$60,623,988",1980
War,Drama,,7.9,184,10,R,Universal Pictures,The Deer Hunter (Legacy),"$42,370,690",1977
Thriller,Mystery,Drama,6.9,158,5,R,Paramount Pictures,The Firm (Reborn),"$266,703,847",1999
Romance,Musical,Comedy,6.0,102,5,PG-13,Universal Pictures,Mamma Mia! (Reckoning),"$668,350,143",2005
Action,Comedy,,7.7,116,7,PG-13,Walt Disney Pictures,Ant-Man and the Wasp (Evolution),"$223,692,170",2024
Thriller,Crime,Comedy,7.1,123,6,G,Metro-Goldwyn-Mayer,The Return of the Pink Panther (Rising),"$47,053,993",1975
Romance,Musical,Comedy,6.4,111,5,PG-13,Universal Pictures,Mamma Mia! (Dominion),"$669,431,796",2015
Sci-Fi,Action,,6.6,121,8,R,Warner Bros,The Matrix Revolutions (Evolution),"$390,884,561",2001
Thriller,Action,,7.1,116,7,R,Warner Bros,Sudden Impact (Revolution),"$76,094,286",1987
Fantasy,Family,Adventure,6.9,135,2,PG-13,Warner Bros,Harry Potter and the Order of the Phoenix (Evolution),"$1,019,766,639",2010
Thriller,Adventure,Action,7.2,151,4,R,Walt Disney Pictures,The Rock (Reborn),"$292,347,601",1994
Drama,Animation,Adventure,6.2,71,5,G,Walt Disney Pictures,Pocahontas (Revolution),"$334,964,114",1997
Sci-Fi,Drama,,8.1,129,3,PG,Columbia Pictures,Close Encounters of the Third Kind (Reckoning),"$135,172,458",1979
Thriller,Sci-Fi,Action,5.6,129,3,PG-13,Sony Pictures,Godzilla (Return),"$355,071,100",1995
Comedy,Animation,Adventure,6.7,105,5,G,Walt Disney Pictures,A Bug's Life (Rising),"$409,162,578",1999
Fantasy,Comedy,,6.5,84,6,PG,Warner Bros,"Oh, God! (Reborn)","$60,536,436",1981
Adventure,Action,,6.6,115,7,PG-13,Metro-Goldwyn-Mayer,Quantum of Solace (Origins),"$584,070,863",2014
Comedy,,,7.0,107,6,R,Warner Bros,Police Academy (Dominion),"$92,577,271",1983
Action,Adventure,Drama,6.5,114,9,PG-13,Columbia Pictures,Venom (Reckoning),"$184,065,710",2016
Fantasy,Adventure,Action,6.0,115,6,PG-13,Warner Bros,Batman Forever (Dominion),"$287,388,483",1992
Action,Adventure,Comedy,7.9,128,5,PG-13,Walt Disney Pictures,Guardians of the Galaxy Vol. 2 (Rising),"$430,497,295",2019
Sci-Fi,Action,,6.6,124,3,R,Warner Bros,The Matrix Reloaded (Revolution),"$683,531,186",2006
Fantasy,Family,Comedy,6.0,87,8,PG,Universal Pictures,Casper (Evolution),"$286,552,170",1999
Music,Drama,,7.1,137,2,PG,Walt Disney Pictures,Beauty and the Beast  (Reborn),"$434,413,636",2018
Fantasy,Family,Adventure,8.0,159,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince (Rising),"$983,890,243",2004
Drama,,,8.3,133,1,R,Metro-Goldwyn-Mayer,Rain Man (Revolution),"$185,542,898",1990
Drama,Animation,Adventure,7.0,91,5,G,Walt Disney Pictures,Tarzan (Evolution),"$487,484,578",2006
Animation,Adventure,Action,7.2,81,3,PG,20th Century Fox,Ice Age: The Meltdown (Revolution),"$550,085,708",2005
Drama,Animation,Adventure,6.1,78,5,G,Walt Disney Pictures,Pocahontas (Redux),"$332,066,476",1997
Sci-Fi,Mystery,Action,7.2,147,10,PG-13,DreamWorks,Minority Report (Redux),"$338,495,393",1997
Fantasy,Adventure,Action,6.3,148,9,PG-13,Warner Bros,Superman Returns (Dominion),"$465,435,443",2009
Action,Adventure,Drama,8.0,128,8,PG-13,Walt Disney Pictures,Thor: Ragnarok (Evolution),"$262,482,954",2017
Fantasy,Family,Adventure,7.4,143,2,PG,Warner Bros,Harry Potter and the Prisoner of Azkaban (Dominion),"$889,197,221",2000
Romance,Horror,,7.9,116,9,R,Warner Bros,Interview with the Vampire: The Vampire Chronicles (Rising),"$258,479,389",1994
Fantasy,Comedy,,8.1,118,1,PG,Columbia Pictures,Ghostbusters (Reborn),"$272,721,825",1990
Action,Adventure,Drama,7.7,133,6,PG-13,Sony Pictures,Spider-Man: Homecoming (Dominion),"$329,223,113",2024
Sci-Fi,Comedy,Adventure,7.6,103,3,PG,Universal Pictures,Back to the Future Part II (Revolution),"$328,644,201",1996
Crime,Comedy,,6.8,114,3,R,Columbia Pictures,Stir Crazy (Reborn),"$84,444,993",1986
Fantasy,Adventure,,8.4,157,4,PG-13,Warner Bros,The Hobbit: An Unexpected Journey (Redux),"$845,018,223",2008
Fantasy,Adventure,Action,5.9,167,9,PG-13,Warner Bros,Superman Returns (Evolution),"$462,869,234",2011
Thriller,Drama,Crime,6.6,120,10,R,Metro-Goldwyn-Mayer,Hannibal (Return),"$323,527,045",2002
Drama,Adventure,Action,6.7,189,5,PG-13,Universal Pictures,King Kong (Dominion),"$583,232,693",2012
Drama,,,8.3,139,5,PG,Walt Disney Pictures,Dead Poets Society (Evolution),"$228,725,973",1991
Family,Drama,Animation,7.2,103,5,G,Walt Disney Pictures,The Hunchback of Notre Dame (Legacy),"$280,818,095",1993
